"","drivers","Response","Estimate","Est.Error","Q0.5","Q99.5","Q2.5","Q97.5","Q5","Q95","Q10","Q90"
"129","sslope_mean","RaoQ",0.0183362517525646,0.0246316656614717,-0.0437849724136543,0.0823427771360912,-0.029532822383255,0.066891679309592,-0.0216345773955165,0.0593459370187784,-0.0132100929700518,0.0502453955825838
"130","surban_meanPerc_upstr","RaoQ",0.00536177491387845,0.0195812908895045,-0.0448657644124659,0.0560634303797546,-0.0326019462517964,0.0436430583325005,-0.0265138687632294,0.0374964612157774,-0.0196875690926788,0.0304009360787987
"131","scrop_meanPerc_upstr","RaoQ",-0.0170568949048414,0.0269111464738197,-0.0861553084653584,0.0543793366238943,-0.0691858577832565,0.0353409655107409,-0.0611714662657136,0.0268728698704267,-0.0516891790093439,0.0170718998153724
"132","sdam_impact_score_lessthan100km","RaoQ",0.0345802314643317,0.0181951599923385,-0.0123031910114635,0.0817644636705935,-0.00138315818771701,0.0712452680281621,0.00488578342122897,0.0646921357961451,0.0115738482752896,0.0576272763145234
"133","Intercept","FRed",-0.000293116832057915,0.000706754770582923,-0.00223710036586087,0.00166176244575031,-0.001711117203497,0.00111569000230269,-0.00144915327353768,0.000868620064970492,-0.00117594694099045,0.000597372450948785
"134","sppt_Est","FRed",0.000250712204877696,0.000146608326801356,-0.000134287858703899,0.000635190343717748,-3.20268450896599e-05,0.000538940121007617,1.44347127179872e-05,0.000492373948308298,6.20776710077401e-05,0.000439144410101765
"135","stmax_Est","FRed",0.000238634432190944,0.000153221518555994,-0.000167528210865254,0.000632887772413531,-6.38884706449824e-05,0.000537580608747626,-1.53172837819929e-05,0.000487126000466717,4.19191264331949e-05,0.000432375280924792
"136","sppt_mm_12moPrior","FRed",-0.000543246032593229,0.000241803531150896,-0.00115579629779793,6.72008183802603e-05,-0.00101150227533708,-7.27531890703459e-05,-0.000944086238628345,-0.000140162713189014,-0.000855187779931352,-0.000232369753709948
"137","stmax_C_12moPrior","FRed",3.97294799037423e-05,0.000318163216197259,-0.000746867719272721,0.000886451637991041,-0.000562658571458603,0.000674762503645053,-0.000474661270042935,0.000574324430515617,-0.000368567212630548,0.000452975391399033
"138","sstrahler_streamOrder","FRed",-0.000134812836801099,0.000140271170342415,-0.000494095951172489,0.000227773697514528,-0.000411033519221446,0.000136723713693809,-0.000368488180766076,9.46716336932337e-05,-0.000316718957969014,4.35625779927226e-05
"139","saccumulation_atPoint","FRed",0.000187885492533383,0.000128956902988273,-0.000138376965526226,0.000522355445123391,-6.29044282472428e-05,0.000442295213804737,-2.31763141570644e-05,0.000399427885279965,2.26647247194164e-05,0.000354106445489296
"140","selevation_atPoint","FRed",0.000409704422533549,0.000197542552763338,-8.36356664196373e-05,0.000921560299695354,2.69211436251318e-05,0.00080413348528382,9.21916436976971e-05,0.000739437930199057,0.000161179288000578,0.00066459760080537
"141","sslope_mean","FRed",8.30472736538888e-05,0.000162753877177472,-0.00032150574814946,0.000512826341061003,-0.000229455719517154,0.000402506906133743,-0.000184147487159508,0.000354077520737722,-0.000125383386343467,0.000290217890976281
